"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","LIFEEXP","WOMEN","YR","A","2015",83.9,
"CAN","LIFEEXP","WOMEN","YR","A","2016",84,
"CAN","LIFEEXP","WOMEN","YR","A","2017",84,
"CZE","LIFEEXP","MEN","YR","A","2015",75.7,
"CZE","LIFEEXP","MEN","YR","A","2016",76.1,
"CZE","LIFEEXP","MEN","YR","A","2017",76.1,
"CZE","LIFEEXP","TOT","YR","A","2015",78.7,
"CZE","LIFEEXP","TOT","YR","A","2016",79.1,
"CZE","LIFEEXP","TOT","YR","A","2017",79.1,
"CZE","LIFEEXP","WOMEN","YR","A","2015",81.6,
"CZE","LIFEEXP","WOMEN","YR","A","2016",82.1,
"CZE","LIFEEXP","WOMEN","YR","A","2017",82,
"DNK","LIFEEXP","MEN","YR","A","2015",78.8,
"DNK","LIFEEXP","MEN","YR","A","2016",79,
"DNK","LIFEEXP","MEN","YR","A","2017",79.2,
"DNK","LIFEEXP","TOT","YR","A","2015",80.8,
"DNK","LIFEEXP","TOT","YR","A","2016",80.9,
"DNK","LIFEEXP","TOT","YR","A","2017",81.2,
"DNK","LIFEEXP","WOMEN","YR","A","2015",82.7,
"DNK","LIFEEXP","WOMEN","YR","A","2016",82.8,
"DNK","LIFEEXP","WOMEN","YR","A","2017",83.1,
"FIN","LIFEEXP","MEN","YR","A","2015",78.7,
"FIN","LIFEEXP","MEN","YR","A","2016",78.6,
"FIN","LIFEEXP","MEN","YR","A","2017",78.9,
"FIN","LIFEEXP","TOT","YR","A","2015",81.6,
"FIN","LIFEEXP","TOT","YR","A","2016",81.5,
"FIN","LIFEEXP","TOT","YR","A","2017",81.7,
"FIN","LIFEEXP","WOMEN","YR","A","2015",84.4,
"FIN","LIFEEXP","WOMEN","YR","A","2016",84.4,
"FIN","LIFEEXP","WOMEN","YR","A","2017",84.5,
"FRA","LIFEEXP","MEN","YR","A","2015",79.2,
"FRA","LIFEEXP","MEN","YR","A","2016",79.5,
"FRA","LIFEEXP","MEN","YR","A","2017",79.6,
"FRA","LIFEEXP","TOT","YR","A","2015",82.4,
"FRA","LIFEEXP","TOT","YR","A","2016",82.6,
"FRA","LIFEEXP","TOT","YR","A","2017",82.6,
"FRA","LIFEEXP","WOMEN","YR","A","2015",85.6,
"FRA","LIFEEXP","WOMEN","YR","A","2016",85.7,
"FRA","LIFEEXP","WOMEN","YR","A","2017",85.6,
"DEU","LIFEEXP","MEN","YR","A","2015",78.3,
"DEU","LIFEEXP","MEN","YR","A","2016",78.6,
"DEU","LIFEEXP","MEN","YR","A","2017",78.7,
"DEU","LIFEEXP","TOT","YR","A","2015",80.7,
"DEU","LIFEEXP","TOT","YR","A","2016",81.1,
"DEU","LIFEEXP","TOT","YR","A","2017",81.1,
"DEU","LIFEEXP","WOMEN","YR","A","2015",83.1,
"DEU","LIFEEXP","WOMEN","YR","A","2016",83.5,
"DEU","LIFEEXP","WOMEN","YR","A","2017",83.4,
"GRC","LIFEEXP","MEN","YR","A","2015",78.5,
"GRC","LIFEEXP","MEN","YR","A","2016",78.9,
"GRC","LIFEEXP","MEN","YR","A","2017",78.8,
"GRC","LIFEEXP","TOT","YR","A","2015",81.1,
"GRC","LIFEEXP","TOT","YR","A","2016",81.5,
"GRC","LIFEEXP","TOT","YR","A","2017",81.4,
"GRC","LIFEEXP","WOMEN","YR","A","2015",83.7,
"GRC","LIFEEXP","WOMEN","YR","A","2016",84,
"GRC","LIFEEXP","WOMEN","YR","A","2017",83.9,
"HUN","LIFEEXP","MEN","YR","A","2015",72.3,
"HUN","LIFEEXP","MEN","YR","A","2016",72.6,
"HUN","LIFEEXP","MEN","YR","A","2017",72.5,
"HUN","LIFEEXP","TOT","YR","A","2015",75.7,
"HUN","LIFEEXP","TOT","YR","A","2016",76.2,
"HUN","LIFEEXP","TOT","YR","A","2017",75.9,
"HUN","LIFEEXP","WOMEN","YR","A","2015",79,
"HUN","LIFEEXP","WOMEN","YR","A","2016",79.7,
"HUN","LIFEEXP","WOMEN","YR","A","2017",79.3,
"ISL","LIFEEXP","MEN","YR","A","2015",81.2,
"ISL","LIFEEXP","MEN","YR","A","2016",80.4,
"ISL","LIFEEXP","MEN","YR","A","2017",81.1,
"ISL","LIFEEXP","TOT","YR","A","2015",82.5,
"ISL","LIFEEXP","TOT","YR","A","2016",82.3,
"ISL","LIFEEXP","TOT","YR","A","2017",82.7,
"ISL","LIFEEXP","WOMEN","YR","A","2015",83.8,
"ISL","LIFEEXP","WOMEN","YR","A","2016",84.1,
"ISL","LIFEEXP","WOMEN","YR","A","2017",84.3,
"IRL","LIFEEXP","MEN","YR","A","2015",79.6,
"IRL","LIFEEXP","MEN","YR","A","2016",79.9,
"IRL","LIFEEXP","MEN","YR","A","2017",80.4,
"IRL","LIFEEXP","TOT","YR","A","2015",81.5,
"IRL","LIFEEXP","TOT","YR","A","2016",81.8,
"IRL","LIFEEXP","TOT","YR","A","2017",82.2,
"IRL","LIFEEXP","WOMEN","YR","A","2015",83.4,
"IRL","LIFEEXP","WOMEN","YR","A","2016",83.6,
"IRL","LIFEEXP","WOMEN","YR","A","2017",84,
"ITA","LIFEEXP","MEN","YR","A","2015",80.3,
"ITA","LIFEEXP","MEN","YR","A","2016",81,
"ITA","LIFEEXP","MEN","YR","A","2017",80.8,
"ITA","LIFEEXP","TOT","YR","A","2015",82.6,
"ITA","LIFEEXP","TOT","YR","A","2016",83.3,
"ITA","LIFEEXP","TOT","YR","A","2017",83,
"ITA","LIFEEXP","WOMEN","YR","A","2015",84.9,
"ITA","LIFEEXP","WOMEN","YR","A","2016",85.6,
"ITA","LIFEEXP","WOMEN","YR","A","2017",85.2,
"JPN","LIFEEXP","MEN","YR","A","2015",80.8,
"JPN","LIFEEXP","MEN","YR","A","2016",81,
"JPN","LIFEEXP","MEN","YR","A","2017",81.1,
"JPN","LIFEEXP","TOT","YR","A","2015",83.9,
"JPN","LIFEEXP","TOT","YR","A","2016",84.1,
"JPN","LIFEEXP","TOT","YR","A","2017",84.2,
"JPN","LIFEEXP","WOMEN","YR","A","2015",87,
"JPN","LIFEEXP","WOMEN","YR","A","2016",87.1,
"JPN","LIFEEXP","WOMEN","YR","A","2017",87.3,
"KOR","LIFEEXP","MEN","YR","A","2015",79,
"KOR","LIFEEXP","MEN","YR","A","2016",79.3,
"KOR","LIFEEXP","MEN","YR","A","2017",79.7,
"KOR","LIFEEXP","TOT","YR","A","2015",82.1,
"KOR","LIFEEXP","TOT","YR","A","2016",82.4,
"KOR","LIFEEXP","TOT","YR","A","2017",82.7,
"KOR","LIFEEXP","WOMEN","YR","A","2015",85.2,
"KOR","LIFEEXP","WOMEN","YR","A","2016",85.4,
"KOR","LIFEEXP","WOMEN","YR","A","2017",85.7,
"LUX","LIFEEXP","MEN","YR","A","2015",80,
"LUX","LIFEEXP","MEN","YR","A","2016",80.1,
"LUX","LIFEEXP","MEN","YR","A","2017",79.9,
"LUX","LIFEEXP","TOT","YR","A","2015",82.4,
"LUX","LIFEEXP","TOT","YR","A","2016",82.8,
"LUX","LIFEEXP","TOT","YR","A","2017",82.2,
"LUX","LIFEEXP","WOMEN","YR","A","2015",84.7,
"LUX","LIFEEXP","WOMEN","YR","A","2016",85.4,
"LUX","LIFEEXP","WOMEN","YR","A","2017",84.4,
"MEX","LIFEEXP","MEN","YR","A","2015",72.3,
"MEX","LIFEEXP","MEN","YR","A","2016",72.6,
"MEX","LIFEEXP","MEN","YR","A","2017",72.9,
"MEX","LIFEEXP","MEN","YR","A","2018",72.2,"P"
"MEX","LIFEEXP","TOT","YR","A","2015",75,
"MEX","LIFEEXP","TOT","YR","A","2016",75.2,
"MEX","LIFEEXP","TOT","YR","A","2017",75.4,
"MEX","LIFEEXP","TOT","YR","A","2018",75,"P"
"MEX","LIFEEXP","WOMEN","YR","A","2015",77.7,
"MEX","LIFEEXP","WOMEN","YR","A","2016",77.8,
"MEX","LIFEEXP","WOMEN","YR","A","2017",77.9,
"MEX","LIFEEXP","WOMEN","YR","A","2018",77.9,"P"
"NLD","LIFEEXP","MEN","YR","A","2015",79.9,
"NLD","LIFEEXP","MEN","YR","A","2016",80,
"NLD","LIFEEXP","MEN","YR","A","2017",80.2,
"NLD","LIFEEXP","TOT","YR","A","2015",81.6,
"NLD","LIFEEXP","TOT","YR","A","2016",81.6,
"NLD","LIFEEXP","TOT","YR","A","2017",81.8,
"NLD","LIFEEXP","WOMEN","YR","A","2015",83.2,
"NLD","LIFEEXP","WOMEN","YR","A","2016",83.2,
"NLD","LIFEEXP","WOMEN","YR","A","2017",83.4,
"NZL","LIFEEXP","MEN","YR","A","2015",79.9,
"NZL","LIFEEXP","MEN","YR","A","2016",80,
"NZL","LIFEEXP","MEN","YR","A","2017",80.2,"P"
"NZL","LIFEEXP","TOT","YR","A","2015",81.7,
"NZL","LIFEEXP","TOT","YR","A","2016",81.7,
"NZL","LIFEEXP","TOT","YR","A","2017",81.9,"P"
"NZL","LIFEEXP","WOMEN","YR","A","2015",83.4,
"NZL","LIFEEXP","WOMEN","YR","A","2016",83.4,
"NZL","LIFEEXP","WOMEN","YR","A","2017",83.6,"P"
"NOR","LIFEEXP","MEN","YR","A","2015",80.5,
"NOR","LIFEEXP","MEN","YR","A","2016",80.7,
"NOR","LIFEEXP","MEN","YR","A","2017",81,
"NOR","LIFEEXP","TOT","YR","A","2015",82.4,
"NOR","LIFEEXP","TOT","YR","A","2016",82.5,
"NOR","LIFEEXP","TOT","YR","A","2017",82.7,
"NOR","LIFEEXP","WOMEN","YR","A","2015",84.2,
"NOR","LIFEEXP","WOMEN","YR","A","2016",84.2,
"NOR","LIFEEXP","WOMEN","YR","A","2017",84.3,
"POL","LIFEEXP","MEN","YR","A","2015",73.5,
"POL","LIFEEXP","MEN","YR","A","2016",73.9,
"POL","LIFEEXP","MEN","YR","A","2017",73.9,
"POL","LIFEEXP","TOT","YR","A","2015",77.6,
"POL","LIFEEXP","TOT","YR","A","2016",78,
"POL","LIFEEXP","TOT","YR","A","2017",77.9,
"POL","LIFEEXP","WOMEN","YR","A","2015",81.6,
"POL","LIFEEXP","WOMEN","YR","A","2016",82,
"POL","LIFEEXP","WOMEN","YR","A","2017",81.8,
"PRT","LIFEEXP","MEN","YR","A","2015",78.1,
"PRT","LIFEEXP","MEN","YR","A","2016",78.1,
"PRT","LIFEEXP","MEN","YR","A","2017",78.4,
"PRT","LIFEEXP","TOT","YR","A","2015",81.2,
"PRT","LIFEEXP","TOT","YR","A","2016",81.2,
"PRT","LIFEEXP","TOT","YR","A","2017",81.5,
"PRT","LIFEEXP","WOMEN","YR","A","2015",84.3,
"PRT","LIFEEXP","WOMEN","YR","A","2016",84.3,
"PRT","LIFEEXP","WOMEN","YR","A","2017",84.6,
"SVK","LIFEEXP","MEN","YR","A","2015",73.1,
"SVK","LIFEEXP","MEN","YR","A","2016",73.8,
"SVK","LIFEEXP","MEN","YR","A","2017",73.8,
"SVK","LIFEEXP","TOT","YR","A","2015",76.7,
"SVK","LIFEEXP","TOT","YR","A","2016",77.3,
"SVK","LIFEEXP","TOT","YR","A","2017",77.3,
"SVK","LIFEEXP","WOMEN","YR","A","2015",80.2,
"SVK","LIFEEXP","WOMEN","YR","A","2016",80.7,
"SVK","LIFEEXP","WOMEN","YR","A","2017",80.7,
"ESP","LIFEEXP","MEN","YR","A","2015",80.1,
"ESP","LIFEEXP","MEN","YR","A","2016",80.5,
"ESP","LIFEEXP","MEN","YR","A","2017",80.6,
"ESP","LIFEEXP","TOT","YR","A","2015",82.9,
"ESP","LIFEEXP","TOT","YR","A","2016",83.4,
"ESP","LIFEEXP","TOT","YR","A","2017",83.4,
"ESP","LIFEEXP","WOMEN","YR","A","2015",85.7,
"ESP","LIFEEXP","WOMEN","YR","A","2016",86.3,
"ESP","LIFEEXP","WOMEN","YR","A","2017",86.1,
"SWE","LIFEEXP","MEN","YR","A","2015",80.4,
"SWE","LIFEEXP","MEN","YR","A","2016",80.6,
"SWE","LIFEEXP","MEN","YR","A","2017",80.8,
"SWE","LIFEEXP","TOT","YR","A","2015",82.3,
"SWE","LIFEEXP","TOT","YR","A","2016",82.4,
"SWE","LIFEEXP","TOT","YR","A","2017",82.5,
"SWE","LIFEEXP","WOMEN","YR","A","2015",84.1,
"SWE","LIFEEXP","WOMEN","YR","A","2016",84.1,
"SWE","LIFEEXP","WOMEN","YR","A","2017",84.1,
"CHE","LIFEEXP","MEN","YR","A","2015",80.8,
"CHE","LIFEEXP","MEN","YR","A","2016",81.7,
"CHE","LIFEEXP","MEN","YR","A","2017",81.6,
"CHE","LIFEEXP","TOT","YR","A","2015",83,
"CHE","LIFEEXP","TOT","YR","A","2016",83.7,
"CHE","LIFEEXP","TOT","YR","A","2017",83.6,
"CHE","LIFEEXP","WOMEN","YR","A","2015",85.1,
"CHE","LIFEEXP","WOMEN","YR","A","2016",85.6,
"CHE","LIFEEXP","WOMEN","YR","A","2017",85.6,
"TUR","LIFEEXP","MEN","YR","A","2015",75.3,
"TUR","LIFEEXP","MEN","YR","A","2016",75.3,
"TUR","LIFEEXP","MEN","YR","A","2017",75.3,
"TUR","LIFEEXP","TOT","YR","A","2015",78,
"TUR","LIFEEXP","TOT","YR","A","2016",78,
"TUR","LIFEEXP","TOT","YR","A","2017",78.1,
"TUR","LIFEEXP","WOMEN","YR","A","2015",80.7,
"TUR","LIFEEXP","WOMEN","YR","A","2016",80.7,
"TUR","LIFEEXP","WOMEN","YR","A","2017",80.8,
"GBR","LIFEEXP","MEN","YR","A","2015",79.2,
"GBR","LIFEEXP","MEN","YR","A","2016",79.4,
"GBR","LIFEEXP","MEN","YR","A","2017",79.5,
"GBR","LIFEEXP","TOT","YR","A","2015",81,
"GBR","LIFEEXP","TOT","YR","A","2016",81.2,
"GBR","LIFEEXP","TOT","YR","A","2017",81.3,
"GBR","LIFEEXP","WOMEN","YR","A","2015",82.8,
"GBR","LIFEEXP","WOMEN","YR","A","2016",83,
"GBR","LIFEEXP","WOMEN","YR","A","2017",83.1,
"USA","LIFEEXP","MEN","YR","A","2015",76.3,
"USA","LIFEEXP","MEN","YR","A","2016",76.2,
"USA","LIFEEXP","MEN","YR","A","2017",76.1,
"USA","LIFEEXP","TOT","YR","A","2015",78.7,
"USA","LIFEEXP","TOT","YR","A","2016",78.7,
"USA","LIFEEXP","TOT","YR","A","2017",78.6,
"USA","LIFEEXP","WOMEN","YR","A","2015",81.1,
"USA","LIFEEXP","WOMEN","YR","A","2016",81.1,
"USA","LIFEEXP","WOMEN","YR","A","2017",81.1,
"BRA","LIFEEXP","MEN","YR","A","2015",71.6,
"BRA","LIFEEXP","MEN","YR","A","2016",71.9,
"BRA","LIFEEXP","MEN","YR","A","2017",72.1,
"BRA","LIFEEXP","TOT","YR","A","2015",75.3,
"BRA","LIFEEXP","TOT","YR","A","2016",75.5,
"BRA","LIFEEXP","TOT","YR","A","2017",75.7,
"BRA","LIFEEXP","WOMEN","YR","A","2015",78.9,
"BRA","LIFEEXP","WOMEN","YR","A","2016",79.1,
"BRA","LIFEEXP","WOMEN","YR","A","2017",79.3,
"CHL","LIFEEXP","MEN","YR","A","2015",77.1,
"CHL","LIFEEXP","MEN","YR","A","2016",77.4,
"CHL","LIFEEXP","TOT","YR","A","2015",79.9,
"CHL","LIFEEXP","TOT","YR","A","2016",80.2,
"CHL","LIFEEXP","WOMEN","YR","A","2015",82.7,
"CHL","LIFEEXP","WOMEN","YR","A","2016",83.1,
"CHN","LIFEEXP","MEN","YR","A","2015",74.6,
"CHN","LIFEEXP","MEN","YR","A","2016",74.8,
"CHN","LIFEEXP","MEN","YR","A","2017",74.9,
"CHN","LIFEEXP","TOT","YR","A","2015",76.2,
"CHN","LIFEEXP","TOT","YR","A","2016",76.3,
"CHN","LIFEEXP","TOT","YR","A","2017",76.5,
"CHN","LIFEEXP","WOMEN","YR","A","2015",77.7,
"CHN","LIFEEXP","WOMEN","YR","A","2016",77.8,
"CHN","LIFEEXP","WOMEN","YR","A","2017",78,
"EST","LIFEEXP","MEN","YR","A","2015",73.2,
"EST","LIFEEXP","MEN","YR","A","2016",73.3,
"EST","LIFEEXP","MEN","YR","A","2017",73.8,
"EST","LIFEEXP","TOT","YR","A","2015",77.7,
"EST","LIFEEXP","TOT","YR","A","2016",77.8,
"EST","LIFEEXP","TOT","YR","A","2017",78.2,
"EST","LIFEEXP","WOMEN","YR","A","2015",82.2,
"EST","LIFEEXP","WOMEN","YR","A","2016",82.2,
"EST","LIFEEXP","WOMEN","YR","A","2017",82.6,
"IND","LIFEEXP","MEN","YR","A","2015",66.9,
"IND","LIFEEXP","MEN","YR","A","2016",67.1,
"IND","LIFEEXP","MEN","YR","A","2017",67.3,
"IND","LIFEEXP","TOT","YR","A","2015",68.4,
"IND","LIFEEXP","TOT","YR","A","2016",68.6,
"IND","LIFEEXP","TOT","YR","A","2017",68.9,
"IND","LIFEEXP","WOMEN","YR","A","2015",69.9,
"IND","LIFEEXP","WOMEN","YR","A","2016",70.2,
"IND","LIFEEXP","WOMEN","YR","A","2017",70.4,
"IDN","LIFEEXP","MEN","YR","A","2015",67,
"IDN","LIFEEXP","MEN","YR","A","2016",67.2,
"IDN","LIFEEXP","MEN","YR","A","2017",67.3,
"IDN","LIFEEXP","TOT","YR","A","2015",69.1,
"IDN","LIFEEXP","TOT","YR","A","2016",69.3,
"IDN","LIFEEXP","TOT","YR","A","2017",69.4,
"IDN","LIFEEXP","WOMEN","YR","A","2015",71.2,
"IDN","LIFEEXP","WOMEN","YR","A","2016",71.4,
"IDN","LIFEEXP","WOMEN","YR","A","2017",71.6,
"ISR","LIFEEXP","MEN","YR","A","2015",80.1,
"ISR","LIFEEXP","MEN","YR","A","2016",80.7,
"ISR","LIFEEXP","MEN","YR","A","2017",80.6,
"ISR","LIFEEXP","TOT","YR","A","2015",82.1,
"ISR","LIFEEXP","TOT","YR","A","2016",82.5,
"ISR","LIFEEXP","TOT","YR","A","2017",82.6,
"ISR","LIFEEXP","WOMEN","YR","A","2015",84.1,
"ISR","LIFEEXP","WOMEN","YR","A","2016",84.2,
"ISR","LIFEEXP","WOMEN","YR","A","2017",84.6,
"RUS","LIFEEXP","MEN","YR","A","2015",65.9,
"RUS","LIFEEXP","MEN","YR","A","2016",66.5,
"RUS","LIFEEXP","MEN","YR","A","2017",67.5,
"RUS","LIFEEXP","TOT","YR","A","2015",71.3,
"RUS","LIFEEXP","TOT","YR","A","2016",71.8,
"RUS","LIFEEXP","TOT","YR","A","2017",72.6,
"RUS","LIFEEXP","WOMEN","YR","A","2015",76.7,
"RUS","LIFEEXP","WOMEN","YR","A","2016",77.1,
"RUS","LIFEEXP","WOMEN","YR","A","2017",77.6,
"SVN","LIFEEXP","MEN","YR","A","2015",77.8,
"SVN","LIFEEXP","MEN","YR","A","2016",78.2,
"SVN","LIFEEXP","MEN","YR","A","2017",78.2,
"SVN","LIFEEXP","TOT","YR","A","2015",80.9,
"SVN","LIFEEXP","TOT","YR","A","2016",81.3,
"SVN","LIFEEXP","TOT","YR","A","2017",81.1,
"SVN","LIFEEXP","WOMEN","YR","A","2015",83.9,
"SVN","LIFEEXP","WOMEN","YR","A","2016",84.3,
"SVN","LIFEEXP","WOMEN","YR","A","2017",84,
"ZAF","LIFEEXP","MEN","YR","A","2015",58.5,
"ZAF","LIFEEXP","MEN","YR","A","2016",59.2,
"ZAF","LIFEEXP","MEN","YR","A","2017",59.9,
"ZAF","LIFEEXP","TOT","YR","A","2015",62,
"ZAF","LIFEEXP","TOT","YR","A","2016",62.8,
"ZAF","LIFEEXP","TOT","YR","A","2017",63.4,
"ZAF","LIFEEXP","WOMEN","YR","A","2015",65.6,
"ZAF","LIFEEXP","WOMEN","YR","A","2016",66.4,
"ZAF","LIFEEXP","WOMEN","YR","A","2017",67,
"COL","LIFEEXP","MEN","YR","A","2015",70.7,
"COL","LIFEEXP","MEN","YR","A","2016",70.9,
"COL","LIFEEXP","MEN","YR","A","2017",71,
"COL","LIFEEXP","TOT","YR","A","2015",74.2,
"COL","LIFEEXP","TOT","YR","A","2016",74.4,
"COL","LIFEEXP","TOT","YR","A","2017",74.6,
"COL","LIFEEXP","WOMEN","YR","A","2015",77.8,
"COL","LIFEEXP","WOMEN","YR","A","2016",78,
"COL","LIFEEXP","WOMEN","YR","A","2017",78.2,
"LVA","LIFEEXP","MEN","YR","A","2015",69.7,
"LVA","LIFEEXP","MEN","YR","A","2016",69.8,
"LVA","LIFEEXP","MEN","YR","A","2017",69.8,
"LVA","LIFEEXP","TOT","YR","A","2015",74.6,
"LVA","LIFEEXP","TOT","YR","A","2016",74.7,
"LVA","LIFEEXP","TOT","YR","A","2017",74.8,
"LVA","LIFEEXP","WOMEN","YR","A","2015",79.5,
"LVA","LIFEEXP","WOMEN","YR","A","2016",79.6,
"LVA","LIFEEXP","WOMEN","YR","A","2017",79.7,
"LTU","LIFEEXP","MEN","YR","A","2015",69.2,
"LTU","LIFEEXP","MEN","YR","A","2016",69.5,
"LTU","LIFEEXP","MEN","YR","A","2017",70.7,
"LTU","LIFEEXP","TOT","YR","A","2015",74.5,
"LTU","LIFEEXP","TOT","YR","A","2016",74.8,
"LTU","LIFEEXP","TOT","YR","A","2017",75.6,
"LTU","LIFEEXP","WOMEN","YR","A","2015",79.7,
"LTU","LIFEEXP","WOMEN","YR","A","2016",80.1,
"LTU","LIFEEXP","WOMEN","YR","A","2017",80.5,
"CRI","LIFEEXP","MEN","YR","A","2015",77.4,
"CRI","LIFEEXP","MEN","YR","A","2016",77.5,
"CRI","LIFEEXP","MEN","YR","A","2017",77.6,
"CRI","LIFEEXP","MEN","YR","A","2018",77.8,
"CRI","LIFEEXP","TOT","YR","A","2015",79.9,
"CRI","LIFEEXP","TOT","YR","A","2016",80.1,
"CRI","LIFEEXP","TOT","YR","A","2017",80.2,
"CRI","LIFEEXP","TOT","YR","A","2018",80.4,
"CRI","LIFEEXP","WOMEN","YR","A","2015",82.4,
"CRI","LIFEEXP","WOMEN","YR","A","2016",82.6,
"CRI","LIFEEXP","WOMEN","YR","A","2017",82.7,
"CRI","LIFEEXP","WOMEN","YR","A","2018",82.9,
