"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LVA","GDP","TOT","USD_CAP","A","2018",30659.322053,
"LVA","GDP","TOT","USD_CAP","A","2019",32097.042302,
"BRA","GDP","TOT","USD_CAP","A","2015",15891.287814,
"BRA","GDP","TOT","USD_CAP","A","2016",15406.765126,
"BRA","GDP","TOT","USD_CAP","A","2017",15810.976299,
"LTU","GDP","TOT","USD_CAP","A","2015",28823.805581,
"LTU","GDP","TOT","USD_CAP","A","2016",30924.899739,
"LTU","GDP","TOT","USD_CAP","A","2017",33894.55513,
"LTU","GDP","TOT","USD_CAP","A","2018",35850.282727,
"LTU","GDP","TOT","USD_CAP","A","2019",38175.772595,
"SAU","GDP","TOT","USD_CAP","A","2015",54172.110832,
"SAU","GDP","TOT","USD_CAP","A","2016",54439.842335,
"EA19","GDP","TOT","USD_CAP","A","2015",41099.20379,
"EA19","GDP","TOT","USD_CAP","A","2016",43565.687832,
"EA19","GDP","TOT","USD_CAP","A","2017",45769.181406,
"EA19","GDP","TOT","USD_CAP","A","2018",47266.054278,
"EA19","GDP","TOT","USD_CAP","A","2019",48678.053036,
"ARG","GDP","TOT","USD_CAP","A","2015",20551.833194,
"ARG","GDP","TOT","USD_CAP","A","2016",20130.408028,
"ARG","GDP","TOT","USD_CAP","A","2017",20843.152226,
"CRI","GDP","TOT","USD_CAP","A","2015",15669.546565,
"CRI","GDP","TOT","USD_CAP","A","2016",16316.463656,
"CRI","GDP","TOT","USD_CAP","A","2017",16993.869787,"E"
"CRI","GDP","TOT","USD_CAP","A","2018",17639.853441,"E"
"BGR","GDP","TOT","USD_CAP","A","2015",18342.039892,"P"
"BGR","GDP","TOT","USD_CAP","A","2016",20009.53859,"P"
"BGR","GDP","TOT","USD_CAP","A","2017",21447.18693,"P"
"BGR","GDP","TOT","USD_CAP","A","2018",22670.47239,"P"
"HRV","GDP","TOT","USD_CAP","A","2015",22895.352447,
"HRV","GDP","TOT","USD_CAP","A","2016",24775.033488,
"HRV","GDP","TOT","USD_CAP","A","2017",26509.775472,
"HRV","GDP","TOT","USD_CAP","A","2018",28003.532585,"P"
"CYP","GDP","TOT","USD_CAP","A","2015",31722.290647,
"CYP","GDP","TOT","USD_CAP","A","2016",35609.099837,
"CYP","GDP","TOT","USD_CAP","A","2017",37915.706246,
"CYP","GDP","TOT","USD_CAP","A","2018",39858.882825,"P"
"MLT","GDP","TOT","USD_CAP","A","2015",36174.640577,
"MLT","GDP","TOT","USD_CAP","A","2016",39014.044722,
"MLT","GDP","TOT","USD_CAP","A","2017",41850.562372,
"MLT","GDP","TOT","USD_CAP","A","2018",43678.508915,
"ROU","GDP","TOT","USD_CAP","A","2015",21627.198095,
"ROU","GDP","TOT","USD_CAP","A","2016",24310.912177,
"ROU","GDP","TOT","USD_CAP","A","2017",27292.631737,
"ROU","GDP","TOT","USD_CAP","A","2018",29052.252126,"P"
"MKD","GDP","TOT","USD_CAP","A","2015",13891.9988,"E"
"MKD","GDP","TOT","USD_CAP","A","2016",15136.45706,"E"
"ZMB","GDP","TOT","USD_CAP","A","2015",3862.128452,
"ZMB","GDP","TOT","USD_CAP","A","2016",3937.429913,
"ZMB","GDP","TOT","USD_CAP","A","2017",4061.049167,
