"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","PROTECTEDAREA","MARINE","PC_WATER","A","2014",1.154,
"KOR","PROTECTEDAREA","MARINE","PC_WATER","A","2015",1.158,
"KOR","PROTECTEDAREA","MARINE","PC_WATER","A","2016",1.179,
"KOR","PROTECTEDAREA","MARINE","PC_WATER","A","2017",1.18,
"KOR","PROTECTEDAREA","MARINE","PC_WATER","A","2018",1.18,
"KOR","PROTECTEDAREA","MARINE","PC_WATER","A","2019",1.18,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",0,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",16.034,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",16.23,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",16.515,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",17.041,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",35.076,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",35.327,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",37.197,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",38.657,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",38.657,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",38.671,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",38.699,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",38.706,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",38.706,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",38.706,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",38.706,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",38.706,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",38.706,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",38.706,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",38.709,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",45.659,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",51.354,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",51.354,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",51.354,
"LUX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",51.354,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0.181,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",0.184,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0.187,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",0.312,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",2.276,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",3.971,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",7.078,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",7.389,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",9.48,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",9.976,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",10.492,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",10.726,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",11.017,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",11.324,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",12.541,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",13.331,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",13.489,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",13.655,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",13.741,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",13.891,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",13.919,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",13.926,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",14.151,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",14.257,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",14.257,
"MEX","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",14.257,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","1950",0,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","1960",0,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.182,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","1995",0.515,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2000",1.061,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2001",1.061,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2002",1.071,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2003",1.074,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2004",1.384,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2005",1.604,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2006",1.606,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2007",1.726,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2008",1.809,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2009",1.937,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2010",1.945,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2011",1.945,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2012",1.953,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2013",1.955,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2014",1.955,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2015",1.955,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2016",17.745,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2017",22.188,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2018",22.188,
"MEX","PROTECTEDAREA","MARINE","PC_WATER","A","2019",22.188,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0.291,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",0.291,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0.292,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",0.516,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",1.631,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",2.748,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",10.237,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",10.239,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",10.797,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",11.236,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",11.26,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",11.265,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",11.305,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",11.305,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",11.305,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",11.314,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",11.337,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",11.338,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",11.341,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",11.342,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",11.342,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",11.342,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",11.343,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",11.343,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",11.344,
"NLD","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",11.344,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","1950",0,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","1960",0,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.095,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","1990",4.514,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","1995",4.837,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2000",12.047,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2001",12.047,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2002",12.057,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2003",12.057,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2004",12.076,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2005",12.076,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2006",12.076,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2007",12.076,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2008",22.125,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2009",22.233,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2010",22.234,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2011",22.234,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2012",22.234,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2013",22.234,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2014",22.234,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2015",22.234,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2016",26.709,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2017",26.709,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2018",26.709,
"NLD","PROTECTEDAREA","MARINE","PC_WATER","A","2019",26.709,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",2.641,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",4.56,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",6.558,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",14.125,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",23.826,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",24.423,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",27.554,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",27.716,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",28.394,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",28.796,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",28.915,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",29.115,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",29.346,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",29.635,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",30.399,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",31.328,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",31.412,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",31.469,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",31.703,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",31.75,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",32.479,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",32.66,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",32.673,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",32.711,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",32.778,
"NZL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",32.778,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","1950",0.005,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","1960",0.005,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.006,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.014,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.212,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","1995",0.214,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2000",0.555,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2001",2.603,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2002",2.603,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2003",2.603,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2004",2.604,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2005",2.604,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2006",2.605,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2007",29.806,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2008",29.806,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2009",29.806,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2010",29.806,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2011",29.806,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2012",29.806,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2013",29.806,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2014",29.813,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2015",29.813,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2016",29.813,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2017",29.813,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2018",29.813,
"NZL","PROTECTEDAREA","MARINE","PC_WATER","A","2019",29.813,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0.032,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",0.037,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0.058,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",0.637,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",4.092,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",4.831,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",6.007,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",6.534,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",8.386,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",9.725,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",10.793,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",11.118,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",13.134,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",13.165,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",13.345,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",14.571,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",14.764,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",15.578,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",15.663,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",15.769,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",16.335,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",17.06,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",17.14,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",17.315,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",17.315,
"NOR","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",17.315,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","1950",0,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","1960",0,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.01,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.113,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.178,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","1995",0.203,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2000",0.208,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2001",0.208,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2002",0.311,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2003",0.327,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2004",0.361,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2005",0.587,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2006",0.59,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2007",0.59,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2008",0.59,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2009",0.65,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2010",0.673,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2011",0.674,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2012",0.73,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2013",0.799,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2014",0.799,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2015",0.799,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2016",0.887,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2017",0.887,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2018",0.887,
"NOR","PROTECTEDAREA","MARINE","PC_WATER","A","2019",0.887,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0.073,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",0.401,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0.559,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",2.178,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",14.011,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",22.223,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",30.857,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",32.632,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",33.118,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",34.256,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",36.778,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",36.794,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",36.905,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",38.288,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",39.322,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",39.622,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",39.625,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",39.703,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",39.721,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",39.721,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",39.738,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",39.739,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",39.739,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",39.753,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",39.753,
"POL","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",39.753,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","1950",0.001,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","1960",0.144,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0.491,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.9,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.926,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","1995",0.952,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2000",0.953,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2001",3.667,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2002",14.517,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2003",14.517,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2004",15.942,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2005",18.174,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2006",24.308,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2007",24.308,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2008",24.308,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2009",24.308,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2010",24.308,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2011",24.308,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2012",24.309,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2013",24.309,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2014",24.309,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2015",24.309,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2016",24.309,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2017",24.309,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2018",24.309,
"POL","PROTECTEDAREA","MARINE","PC_WATER","A","2019",24.309,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0.012,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",0.012,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0.012,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",3.603,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",8.334,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",9.289,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",21.52,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",21.521,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",21.521,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",21.525,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2004",21.565,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2005",21.589,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2006",21.597,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2007",21.597,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2008",22.02,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2009",22.027,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2010",22.027,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2011",22.109,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2012",22.456,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2013",22.726,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2014",22.747,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2015",22.801,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2016",22.801,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2017",22.801,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2018",22.801,
"PRT","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2019",22.801,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","1950",0,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","1960",0,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","1970",0,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","1980",0.02,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","1990",0.285,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","1995",0.289,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2000",0.311,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2001",0.311,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2002",0.311,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2003",0.311,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2004",0.312,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2005",0.312,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2006",0.377,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2007",0.609,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2008",0.615,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2009",0.615,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2010",0.615,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2011",0.944,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2012",0.944,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2013",0.944,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2014",0.949,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2015",2.513,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2016",4.196,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2017",4.196,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2018",4.196,
"PRT","PROTECTEDAREA","MARINE","PC_WATER","A","2019",4.196,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1950",0.012,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1960",0.027,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1970",0.05,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1980",1.72,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1990",6.281,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","1995",7.444,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2000",14.078,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2001",16.766,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2002",18.341,
"SVK","PROTECTEDAREA","TERREST","PC_LANDAREA","A","2003",22.432,
